titles,links
Draft genomes of clinical Bacillus cereus isolates AH725 and B06.009 closely related to reference strains ATCC 14579 and ATCC 10987,http://biorxiv.org/content/early/2016/09/07/073924
The evolutionary origin of bilaterian smooth and striated myocytes,http://biorxiv.org/content/early/2016/09/07/064881
Overlap of movement planning and movement execution reduces reaction time by up to 100ms.,http://biorxiv.org/content/early/2016/09/07/039842
Preserved position information in high-level visual cortex with large receptive fields,http://biorxiv.org/content/early/2016/09/07/073940
A Bayesian method for reducing bias in neural representational similarity analysis,http://biorxiv.org/content/early/2016/09/07/073932
"Extreme metagenomics using nanopore DNA sequencing: a field report from Svalbard, 78 N",http://biorxiv.org/content/early/2016/09/07/073965
Spatial patterning of P granules by RNA-induced phase separation of the intrinsically-disordered protein MEG-3,http://biorxiv.org/content/early/2016/09/07/073908
A Critical Review on the Use of Support Values in Tree Viewers and Bioinformatics Toolkits,http://biorxiv.org/content/early/2016/09/07/035360
High-throughput detection of RNA processing in bacteria,http://biorxiv.org/content/early/2016/09/06/073791
Investigation of the sexual reproduction strategy of the Perigord black truffle (Tuber melanosporum Vittad.) revealed trioecy,http://biorxiv.org/content/early/2016/09/06/073650
Interplay between periodic stimulation and GABAergic inhibition in striatal network oscillations,http://biorxiv.org/content/early/2016/09/06/073874
Volumetric Two-photon Imaging of Neurons Using Stereoscopy (vTwINS),http://biorxiv.org/content/early/2016/09/06/073742
Discovering DNA motifs and genomic variants associated with DNA methylation,http://biorxiv.org/content/early/2016/09/06/073809
De novo extraction of microbial strains from metagenomes reveals intra-species niche partitioning,http://biorxiv.org/content/early/2016/09/06/073825
SVScore: An Impact Prediction Tool For Structural Variation,http://biorxiv.org/content/early/2016/09/06/073833
Cell-free translation is more variable than transcription,http://biorxiv.org/content/early/2016/09/06/073841
Integrative classification of human coding and non-coding genes based on RNA metabolism profiles,http://biorxiv.org/content/early/2016/09/06/073643
Genome-wide binding of posterior HOXA/D transcription factors reveals subgrouping and association with CTCF,http://biorxiv.org/content/early/2016/09/06/073593
On the estimation errors of KM and V from time-course experiments using the Michaelis-Menten equation,http://biorxiv.org/content/early/2016/09/06/068015
Mosaic Mutations in Blood DNA Sequence Are Associated with Solid Tumor Cancers,http://biorxiv.org/content/early/2016/09/06/065821
Auxin-induced expression divergence between Arabidopsis species likely originates within the TIR1/AFB-AUX/IAA-ARF module,http://biorxiv.org/content/early/2016/09/06/038422
￼TP53 copy number expansion correlates with the evolution of increased body size and an enhanced DNA damage response in elephants,http://biorxiv.org/content/early/2016/09/06/028522
Molecular adaptation in Rubisco: discriminating between convergent evolution and positive selection using mechanistic and classical codon models,http://biorxiv.org/content/early/2016/09/06/073684
Ethnically relevant consensus Korean reference genome towards personal reference genomes,http://biorxiv.org/content/early/2016/09/06/070805
Zika virus infection as a cause of congenital brain abnormalities and Guillain-Barre syndrome: systematic review,http://biorxiv.org/content/early/2016/09/06/073098
Transcriptome analysis revealed the possible contribution of chromosome introgression fragments from Sea Island cotton (Gossypium barbadense) to fiber strength in Upland cotton (Gossypium hirsutum),http://biorxiv.org/content/early/2016/09/06/073726
Lognormal firing rate distribution reveals prominent fluctuation-driven regime in spinal motor networks,http://biorxiv.org/content/early/2016/09/06/062257
"A Common Class of Transcripts with 5'-Intron Depletion, Distinct Early Coding Sequence Features, and N1-Methyladenosine Modification",http://biorxiv.org/content/early/2016/09/06/057455
Impact of type 2 diabetes on cardiorespiratory function and exercise performance,http://biorxiv.org/content/early/2016/09/05/073205
Comparative genomics and metagenomics analyses of endangered Père David’s deer (Elaphurus davidianus) provide insights into population recovery,http://biorxiv.org/content/early/2016/09/05/073528
Semi-Automated Identification of Ontological Labels in the Biomedical Literature with goldi,http://biorxiv.org/content/early/2016/09/05/073460
Measuring MEG closer to the brain: Performance of on-scalp sensor arrays,http://biorxiv.org/content/early/2016/09/05/073585
Improving the temporal accuracy of functional Magnetic Resonance Imaging,http://biorxiv.org/content/early/2016/09/05/073437
Precise label-free quantitative proteomes in high-throughput by microLC and data-independent SWATH acquisition,http://biorxiv.org/content/early/2016/09/05/073478
Intrinsic brain connectivity after partial sleep deprivation in young and older adults: results from the Stockholm Sleepy Brain study,http://biorxiv.org/content/early/2016/09/05/073494
Specific excitatory connectivity for feature integration in mouse primary visual cortex,http://biorxiv.org/content/early/2016/09/05/072595
Behavioral syndromes can reduce population density: behavior and demographic heterogeneity,http://biorxiv.org/content/early/2016/09/05/073262
Investigating resting-state functional connectivity in the cervical spinal cord at 3T,http://biorxiv.org/content/early/2016/09/05/073569
Retroviral origins of the Caenorhabditis elegans orphan gene F58H7.5.,http://biorxiv.org/content/early/2016/09/05/073510
An efficient extension of N-mixture models for multi-species abundance estimation,http://biorxiv.org/content/early/2016/09/05/073577
Improved assemblies and comparison of two ancient Yersinia pestis genomes,http://biorxiv.org/content/early/2016/09/05/073445
Differential Expression Analysis for RNAseq using Poisson Mixed Models,http://biorxiv.org/content/early/2016/09/05/073403
LoRTE: Detecting transposon-induced genomic variants using low coverage PacBio long read sequences,http://biorxiv.org/content/early/2016/09/05/073551
A Multi-Crystal Method for Extracting Obscured Signal from Crystallographic Electron Density,http://biorxiv.org/content/early/2016/09/05/073411
Acute and chronic gregarisation are associated with distinct DNA methylation fingerprints in desert locusts,http://biorxiv.org/content/early/2016/09/05/018499
Recent advances in the study of fine-scale population structure in humans,http://biorxiv.org/content/early/2016/09/04/073221
A Scalable Algorithm for Structure Identification of Complex Gene Regulatory Network from Temporal Expression Data,http://biorxiv.org/content/early/2016/09/04/073296
Wolbachia infections in Aedes aegypti differ markedly in their response to cyclical heat stress,http://biorxiv.org/content/early/2016/09/04/073106
Pitfalls in Inferring Human Microbial Dynamics from Temporal Metagenomics Data,http://biorxiv.org/content/early/2016/09/04/073254
High throughput sequencing of multiple amplicons for barcoding and integrative taxonomy,http://biorxiv.org/content/early/2016/09/04/073304
Fossils matter: improved estimates of divergence times in Pinus reveal older diversification,http://biorxiv.org/content/early/2016/09/04/073312
GPhase: Greedy Approach for Accurate Haplotype Inferencing,http://biorxiv.org/content/early/2016/09/04/073379
Range stability predicts lineage persistence in a morphologically cryptic ground squirrel species complex,http://biorxiv.org/content/early/2016/09/04/073320
Direct and Indirect Models for Protein Chemical Denaturation are Characteristic of Opposite Dynamic Properties,http://biorxiv.org/content/early/2016/09/04/073346
Decellularised Human Liver is too Heterogeneous for Designing a Generic ECM-mimic Hepatic Scaffold,http://biorxiv.org/content/early/2016/09/04/073270
Real-time detection of PRT1-mediated ubiquitination via fluorescently labeled substrate probes,http://biorxiv.org/content/early/2016/09/04/062067
Gene expression analysis provides insight into the physiology of the important staple food crop cassava,http://biorxiv.org/content/early/2016/09/03/073213
"Network Modules Driving Plant Stress Response, Tolerance and Adaptation: A case study using Abscisic acid Induced Protein-protein Interactome of Arabidopsis thaliana",http://biorxiv.org/content/early/2016/09/03/073247
A Novel Clustering Method for Patient Stratification,http://biorxiv.org/content/early/2016/09/03/073189
Zika infection of neural progenitor cells perturbs transcription in neurodevelopmental pathways,http://biorxiv.org/content/early/2016/09/02/072439
SC3 - consensus clustering of single-cell RNA-Seq data,http://biorxiv.org/content/early/2016/09/02/036558
Reductive Analytics on Big MS Data leads to tremendous reduction in time for peptide deduction,http://biorxiv.org/content/early/2016/09/02/073064
"Learning improves conscious access at the bottom, but not the top: Reverse hierarchical effects in perceptual learning and metacognition",http://biorxiv.org/content/early/2016/09/02/073130
Zika virus replication in the mosquito Culex quinquefasciatus in Brazil,http://biorxiv.org/content/early/2016/09/02/073197
Using high-resolution variant frequencies to empower clinical genome interpretation,http://biorxiv.org/content/early/2016/09/02/073114
Trends in DNA methylation with age replicate across diverse human populations,http://biorxiv.org/content/early/2016/09/02/073171
Tunable bet hedging in yeast responses to osmotic stress,http://biorxiv.org/content/early/2016/09/02/039982
Ankyrin G membrane partners drive the establishment and maintenance of the axon initial segment,http://biorxiv.org/content/early/2016/09/02/073163
Comprehensive Analysis of Two Shank3 and the Cacna1c Mouse Models of Autism Spectrum Disorder,http://biorxiv.org/content/early/2016/09/02/068866
Sexual dimorphism in the Drosophila metabolome increases throughout development,http://biorxiv.org/content/early/2016/09/02/073148
Panpulmonate transcriptomes reveal candidate genes involved in the adaptation to freshwater and terrestrial habitats in gastropods,http://biorxiv.org/content/early/2016/09/02/072389
The regulatable MAL32 promoter in S. cerevisiae: characteristics and tools to facilitate its use,http://biorxiv.org/content/early/2016/09/02/061127
The visual white matter: The application of diffusion MRI and fiber tractography to vision science,http://biorxiv.org/content/early/2016/09/02/072793
CH···O Interactions Are Not the Cause of Trends in Reactivity and Secondary Kinetic Isotope Effects for Enzymatic SN2 Methyl Transfer Reactions,http://biorxiv.org/content/early/2016/09/01/071043
Selection on heterozygosity drives adaptation in intra- and interspecific hybrids,http://biorxiv.org/content/early/2016/09/01/073007
MUSCLES OF FACIAL EXPRESSION IN EXTINCT SPECIES OF THE GENUS HOMO,http://biorxiv.org/content/early/2016/09/01/072884
"Activity of the C. elegans egg-laying behavior circuit is controlled
by competing activation and feedback inhibition",http://biorxiv.org/content/early/2016/09/01/073049
The House Fly Y Chromosome is Young and Undifferentiated from its Ancient X Chromosome Partner,http://biorxiv.org/content/early/2016/09/01/073023
CIViC: A knowledgebase for expert-crowdsourcing the clinical interpretation of variants in cancer.,http://biorxiv.org/content/early/2016/09/01/072892
Natural Variation in Arabidopsis Cvi-0 Accession Uncovers Regulation of Guard Cell CO2 Signaling by MPK12,http://biorxiv.org/content/early/2016/09/01/073015
The Interaction of Genotype and Environment Determines Variation in the Maize Kernel Ionome,http://biorxiv.org/content/early/2016/09/01/048173
eIF3 plays distinct roles at the mRNA entry and exit channels of the ribosomal preinitiation complex,http://biorxiv.org/content/early/2016/09/01/072702.1
Synaptonemal complex components are required for meiotic checkpoint function in C. elegans,http://biorxiv.org/content/early/2016/09/01/052977
Regions of very low H3K27me3 partition the Drosophila genome into topological domains,http://biorxiv.org/content/early/2016/09/01/072900
Perpendicular axes of incipient speciation generated by mitochondrial introgression,http://biorxiv.org/content/early/2016/09/01/072942
Integrating gene expression with summary association statistics to identify susceptibility genes for 30 complex traits,http://biorxiv.org/content/early/2016/09/01/072967
Regulation of cancer epigenomes with a histone-binding synthetic transcription factor,http://biorxiv.org/content/early/2016/09/01/072975
DNA from dust: comparative genomics of large DNA viruses in field surveillance samples,http://biorxiv.org/content/early/2016/09/01/039479
Dissecting the genetics of complex traits using summary association statistics,http://biorxiv.org/content/early/2016/09/01/072934
Contig annotation tool CAT robustly classifies assembled metagenomic contigs and long sequences,http://biorxiv.org/content/early/2016/09/01/072868
Task learning reveals neural signatures of internal models in rodent prefrontal cortex,http://biorxiv.org/content/early/2016/09/01/027102
Quorum sensing modulatory effect of sound stimulation on Serratia marcescens and Pseudomonas aeruginosa,http://biorxiv.org/content/early/2016/09/01/072850
Genes mirror migrations and cultures in prehistoric Europe - a population genomic perspective,http://biorxiv.org/content/early/2016/09/01/072926
"Major host transitions are modulated through transcriptome-wide reprograming events in Schistocephalus solidus, a threespine stickleback parasite",http://biorxiv.org/content/early/2016/08/31/072769
Schizophrenia and human self-domestication: a linguistic approach,http://biorxiv.org/content/early/2016/08/31/072751
Eukaryotic Association Module in Phage WO Genomes from Wolbachia,http://biorxiv.org/content/early/2016/08/31/049049
Predictive computational phenotyping and biomarker discovery using reference-free genome comparisons,http://biorxiv.org/content/early/2016/08/31/045153
A novel ENU-induced ankyrin-1 mutation impairs parasite invasion and increases erythrocyte clearance during malaria infection in mice,http://biorxiv.org/content/early/2016/08/31/072587
"Effects of Pol II catalytic mutants on in vivo elongation rate, processivity, gene expression, mRNA decay and response to nucleotide depletion",http://biorxiv.org/content/early/2016/08/31/072785
Targeted reconstruction of T cell receptor sequence from single cell RNA-sequencing links CDR3 length to T cell differentiation state,http://biorxiv.org/content/early/2016/08/31/072744
Pleiotropy-robust Mendelian Randomization,http://biorxiv.org/content/early/2016/08/31/072603
Behavioral tagging and the penumbra of learning,http://biorxiv.org/content/early/2016/08/31/072678
An effect size distribution analysis of heart rate variability studies: Recommendations for reporting the magnitude of group differences,http://biorxiv.org/content/early/2016/08/31/072660
Unraveling the differential dynamics of developmental fate in central and peripheral nervous systems,http://biorxiv.org/content/early/2016/08/31/072579
The Transcriptome of the Avian Malaria Parasite Plasmodium ashfordi Displays Host-Specific Gene Expression,http://biorxiv.org/content/early/2016/08/31/072454
dms2dfe: Comprehensive Workflow for Analysis of Deep Mutational Scanning Data,http://biorxiv.org/content/early/2016/08/31/072645
Cost Effective Acoustic Monitoring of Biodiversity and Bird Populations in Kenya,http://biorxiv.org/content/early/2016/08/31/072546
Consistency of EEG source localization and connectivity estimates,http://biorxiv.org/content/early/2016/08/31/071597
Containing Emerging Epidemics: a Quantitative Comparison of Quarantine and Symptom Monitoring,http://biorxiv.org/content/early/2016/08/31/072652
Patterns of individual variation in visual pathway structure and function in the sighted and blind,http://biorxiv.org/content/early/2016/08/31/065441
Assembly of Radically Recoded E. coli Genome Segments,http://biorxiv.org/content/early/2016/08/31/070417
A phylogenetic transform enhances analysis of compositional microbiota data,http://biorxiv.org/content/early/2016/08/31/072413
Mating success associated with the white gene in Drosophila melanogaster,http://biorxiv.org/content/early/2016/08/31/072710
Evaluating the Stability and Flexibility of DNA Methylation Patterns from Stem to Differentiated Cells,http://biorxiv.org/content/early/2016/08/31/072488
Cooperative DNA binding by a splice variant of the transcription factor ETS1 that lacks autoinhibition,http://biorxiv.org/content/early/2016/08/31/070185
Do Read Errors Matter for Genome Assembly?,http://biorxiv.org/content/early/2016/08/31/014399
Quantifying Differences and Similarities in Whole-brain White Matter Architecture Using Local Connectome Fingerprints,http://biorxiv.org/content/early/2016/08/31/043778
QCAT: testing causality of variants using only summary association statistics,http://biorxiv.org/content/early/2016/08/31/072355
Effective Dynamic Models of Metabolic Networks,http://biorxiv.org/content/early/2016/08/31/047316
Recombination-driven genome evolution and stability of bacterial species,http://biorxiv.org/content/early/2016/08/31/067942
Genetic Prediction of Male Pattern Baldness,http://biorxiv.org/content/early/2016/08/31/072306
The impacts of drift and selection on genomic evolution in holometabolous insects,http://biorxiv.org/content/early/2016/08/31/072512
Disrupted cholinergic modulation can underlie abnormal gamma rhythms in the schizophrenia,http://biorxiv.org/content/early/2016/08/31/072504
A hierarchical Bayesian framework for understanding the spatiotemporal dynamics of the intestinal epithelium,http://biorxiv.org/content/early/2016/08/31/072561
Evolutionary Genetics of Insecticide Resistance and the Effects of Chemical Rotation,http://biorxiv.org/content/early/2016/08/31/072520
A REPETITIVE MODULAR OSCILLATION UNDERLIES HUMAN BRAIN ELECTRIC ACTIVITY,http://biorxiv.org/content/early/2016/08/31/072538
CIDR: Ultrafast and accurate clustering through imputation for single-cell RNA-Seq data,http://biorxiv.org/content/early/2016/08/31/068775
Evolution of natal dispersal in spatially heterogenous environments,http://biorxiv.org/content/early/2016/08/31/072462
mtDNA diversity in human populations highlights the merit of haplotype matching in gene therapies,http://biorxiv.org/content/early/2016/08/31/072348
Large-scale analysis of post-translational modifications in E. coli under glucose-limiting conditions,http://biorxiv.org/content/early/2016/08/31/051185
Genomic signature of kin selection in an ant with obligately sterile workers,http://biorxiv.org/content/early/2016/08/31/072496
Deep Annotation of Protein Function across Diverse Bacteria from Mutant Phenotypes,http://biorxiv.org/content/early/2016/08/31/072470
MetacodeR: An R package for manipulation and heat tree visualization of community taxonomic data from metabarcoding,http://biorxiv.org/content/early/2016/08/31/071019
Simera: Modelling the PCR Process to Simulate Realistic Chimera Formation,http://biorxiv.org/content/early/2016/08/31/072447
Connecting the sequence-space of bacterial signaling proteins to phenotypes using coevolutionary landscapes,http://biorxiv.org/content/early/2016/08/31/044586
Estimating dispersal kernels using genetic parentage data,http://biorxiv.org/content/early/2016/08/31/044305
A revised dilution methodology and implications for estimates of rates of plankton mortality,http://biorxiv.org/content/early/2016/08/30/072231
A new foreperiod effect on single-trial phase coherence.\\ Part I: existence and relevance,http://biorxiv.org/content/early/2016/08/30/072371
"PRIMARY EVIDENCE OF A DONUT-LIKE, FOURTH SPATIAL DIMENSION IN THE BRAIN",http://biorxiv.org/content/early/2016/08/30/072397
Detecting consistent patterns of directional adaptation using differential selection codon models,http://biorxiv.org/content/early/2016/08/30/072405
GAVIN - Gene-Aware Variant INterpretation for medical sequencing,http://biorxiv.org/content/early/2016/08/30/072330
A Neural Oscillatory Signature of Reference,http://biorxiv.org/content/early/2016/08/30/072322
"Evolution of cell-to-cell variability in stochastic, controlled, heteroplasmic mtDNA populations",http://biorxiv.org/content/early/2016/08/30/072363
Cooperativity and modularity in protein folding,http://biorxiv.org/content/early/2016/08/30/072280
The Reading Frame Surveillance Hypothesis and the Origins of RNAi,http://biorxiv.org/content/early/2016/08/30/071985
An immuno-suppressive aphid saliva protein is delivered into the cytosol of plant mesophyll cells during feeding.,http://biorxiv.org/content/early/2016/08/30/071811
High GC Content Causes De Novo Created Proteins to be Intrinsically Disordered,http://biorxiv.org/content/early/2016/08/30/070003
Bias in community-weighted mean analysis relating species attributes to sample attributes: justification and remedy,http://biorxiv.org/content/early/2016/08/30/046946
Detecting High-Order Epistasis in Nonlinear Genotype-Phenotype Maps,http://biorxiv.org/content/early/2016/08/30/072256
MutationalPatterns: an integrative R package for studying patterns in base substitution catalogues,http://biorxiv.org/content/early/2016/08/30/071761
Biophysical models of protein evolution: Understanding the patterns of evolutionary sequence divergence,http://biorxiv.org/content/early/2016/08/30/072223
DeepAD: Alzheimer′s Disease Classification via Deep Convolutional Neural Networks using MRI and fMRI,http://biorxiv.org/content/early/2016/08/30/070441
Evolution trajectories of snake genes and genomes revealed by comparative analyses of five-pacer viper,http://biorxiv.org/content/early/2016/08/30/067538
Evaluation of GRCh38 and de novo haploid genome assemblies demonstrates the enduring quality of the reference assembly,http://biorxiv.org/content/early/2016/08/30/072116
Understanding How Microbiomes Influence the Systems they Inhabit: Insight from Ecosystem Ecology,http://biorxiv.org/content/early/2016/08/30/065128
Use of multiple picosecond high-mass molecular dynamics simulations to predict crystallographic B-factors of folded globular proteins,http://biorxiv.org/content/early/2016/08/30/052126
microRNA-mRNA interaction identification in Wilms tumor using principalcomponent analysis based unsupervised feature extraction,http://biorxiv.org/content/early/2016/08/30/059295
Increased taxon sampling reveals thousands of hidden orthologs in flatworms,http://biorxiv.org/content/early/2016/08/30/050724
"Salmon provides accurate, fast, and bias-aware transcript expression estimates using dual-phase inference",http://biorxiv.org/content/early/2016/08/30/021592
Evolutionary dynamics of an epigenetic switch in a fluctuating environment,http://biorxiv.org/content/early/2016/08/30/072199.1
"Paperfuge: An ultra-low cost, hand-powered centrifuge inspired by the mechanics of a whirligig toy",http://biorxiv.org/content/early/2016/08/30/072207
Radiation and hybridization of the Little Devil poison frog (Oophaga sylvatica) in Ecuador,http://biorxiv.org/content/early/2016/08/30/072181
Microclimate and radiant energy measurements using a novel device for natural resource monitoring,http://biorxiv.org/content/early/2016/08/30/072108
Factors contributing to the accumulation of reproductive isolation: a mixed model approach,http://biorxiv.org/content/early/2016/08/30/072264
Towards comprehensive and quantitative proteomics for diagnosis and therapy of human disease,http://biorxiv.org/content/early/2016/08/30/072215
Revealing unobserved factors underlying cortical activity using a rectified latent variable model applied to neural population recordings,http://biorxiv.org/content/early/2016/08/29/072173
panX: pan-genome analysis and exploration,http://biorxiv.org/content/early/2016/08/29/072082
Degradation of non-methylated DNA by MsPJI impairs its usefulness as epigenetic tool,http://biorxiv.org/content/early/2016/08/29/072090
Pollinator species traits do not predict either response to agricultural intensification or functional contribution,http://biorxiv.org/content/early/2016/08/29/072132
Astrocytes locally translate transcripts in their peripheral processes,http://biorxiv.org/content/early/2016/08/29/071795
The Effects of Pitch Shifts on Delay-induced Changes in Vocal Sequencing in a Songbird,http://biorxiv.org/content/early/2016/08/29/072009
Calcium Dependent Gap Junction Plasticity: Modulation of Electrotonic Coupling in the Inferior Olive Glomerulus,http://biorxiv.org/content/early/2016/08/29/072041
How ecological networks evolve,http://biorxiv.org/content/early/2016/08/29/071993
Remating responses are shaped by male post-copulatory manipulation but not reinforcement in D. pseudoobscura,http://biorxiv.org/content/early/2016/08/29/072066
The dichotomous effects of caffeine on homologous recombination in mammalian cells,http://biorxiv.org/content/early/2016/08/29/072058
ENTROPY IN PRIMARY SENSORY AREAS LOWER THAN IN ASSOCIATIVE ONES: THE BRAIN LIES IN HIGHER DIMENSIONS THAN THE ENVIRONMENT,http://biorxiv.org/content/early/2016/08/29/071977
Dissolved organic matter and inorganic mercury loadings favor novel methylators and fermentation metabolisms in oligotrophic sediments,http://biorxiv.org/content/early/2016/08/29/072017
Interactions between helicase and primase are crucial for DNA replication in the enteropathogen Clostridium difficile,http://biorxiv.org/content/early/2016/08/29/071829
Canopy position has a profound effect on soybean seed composition,http://biorxiv.org/content/early/2016/08/29/036004
"The large majority of intergenic sites in bacteria are selectively constrained, even when known regulatory elements are excluded",http://biorxiv.org/content/early/2016/08/29/069708
The Phenoscape Knowledgebase: tools and APIs for computing across phenotypes from evolutionary diversity and model organisms,http://biorxiv.org/content/early/2016/08/29/071951
Colocalization of GWAS and eQTL Signals Detects Target Genes,http://biorxiv.org/content/early/2016/08/29/065037
Predicting symptom severity in autism spectrum disorder based on cortical thickness measures in agglomerative data,http://biorxiv.org/content/early/2016/08/29/039180
Towards robust evolutionary inference with integral projection models,http://biorxiv.org/content/early/2016/08/29/064618
Deep mutational scanning identifies sites in influenza nucleoprotein that affect viral inhibition by MxA,http://biorxiv.org/content/early/2016/08/28/071969
Perturbation-response genes reveal signaling footprints in cancer gene expression,http://biorxiv.org/content/early/2016/08/28/065672
Topologically associated domains are ancient features that coincide with Metazoan clusters of extreme noncoding conservation,http://biorxiv.org/content/early/2016/08/28/042952
Genetic loci associated with coronary artery disease harbor evidence of selection and antagonistic pleiotropy,http://biorxiv.org/content/early/2016/08/28/064758
Integrative networks illuminate biological factors underlying gene-disease associations,http://biorxiv.org/content/early/2016/08/28/062695
"Telomere, epigenetic clock, and biomarker-composite quantifications of biological aging: Do they measure the same thing?",http://biorxiv.org/content/early/2016/08/27/071373
The validity of pairwise models in predicting community dynamics,http://biorxiv.org/content/early/2016/08/27/060988
Entropy and codon bias in HIV-1,http://biorxiv.org/content/early/2016/08/27/052274
Matching tutor to student: rules and mechanisms for efficient two-stage learning in neural circuits,http://biorxiv.org/content/early/2016/08/27/071910
"Paleochronic reversion in Psophocarpus, the decompression function in floral anatomic fields",http://biorxiv.org/content/early/2016/08/27/070540
Evolution of Drift Robustness in Small Populations of Digital Organisms,http://biorxiv.org/content/early/2016/08/27/071894
Direction of actin flow dictates integrin LFA-1 orientation during leukocyte migration,http://biorxiv.org/content/early/2016/08/27/071936
Occipital white matter tracts in human and macaque,http://biorxiv.org/content/early/2016/08/27/069443
A Model for Brain Life History Evolution,http://biorxiv.org/content/early/2016/08/27/050534
Reinforcement of conspecific sperm precedence weakens sexual selection in sympatric populations of Drosophila,http://biorxiv.org/content/early/2016/08/27/071886
"Architecture of a minimal signalling pathway explains the T cell response to a 1,000,000-fold variation in antigen affinity and dose",http://biorxiv.org/content/early/2016/08/27/071878
Lost dollars threaten research in public academic health centers,http://biorxiv.org/content/early/2016/08/27/071860
Actin retrograde flow actively aligns and orients ligand-engaged integrins in focal adhesions.,http://biorxiv.org/content/early/2016/08/27/071852
A feedback loop able to enlarge the brain for 2.4 myr without Darwin's selective survival,http://biorxiv.org/content/early/2016/08/26/053827
Mycobacterium ulcerans low infectious dose and atypical mechanical transmission support insect bites and puncturing injuries in the spread of Buruli ulcer.,http://biorxiv.org/content/early/2016/08/26/071753.1
Fast Antibiotic Susceptibility Testing (FASTest) based on single cell growth rate measurements.,http://biorxiv.org/content/early/2016/08/26/071407
Hepatocyte nuclear factor 4-mediated lipotoxicity provokes mitochondrial damage in peroxisome-deficient pex19 mutants,http://biorxiv.org/content/early/2016/08/26/071787
DNAmod: the DNA modification database,http://biorxiv.org/content/early/2016/08/26/071712
Laboratory strains of Aedes aegypti are Competent to Brazilian Zika virus,http://biorxiv.org/content/early/2016/08/26/071654
Individual level predictions of Staphylococcus aureus bacteraemia-associated mortality.,http://biorxiv.org/content/early/2016/08/26/071837
Network analysis links genome-wide phenotypic and transcriptional stress responses in a bacterial pathogen with a large pan-genome.,http://biorxiv.org/content/early/2016/08/26/071704
Low base-substitution mutation rate in the germline genome of ciliate Tetrahymena thermophila,http://biorxiv.org/content/early/2016/08/26/025536
Metazoan ribotoxin genes acquired by Horizontal Gene Transfer,http://biorxiv.org/content/early/2016/08/26/071340
Ephemeral protein binding to DNA shapes stable nuclear bodies and chromatin domains,http://biorxiv.org/content/early/2016/08/26/065664
Mating promotes lactic-acid gut bacteria in a gift-giving insect,http://biorxiv.org/content/early/2016/08/26/071001
Characterization of the pscC (Type III secretion) gene of Pseudomonas aeruginosa (PA01) and assessment of immunogenicity of pscC protein in rats,http://biorxiv.org/content/early/2016/08/26/071720
Influence of a mono-frequency sound on bacteria can be a function of the sound-level,http://biorxiv.org/content/early/2016/08/26/071746
Botrytis cinerea loss and restoration of virulence during in vitro culture follows flux in global DNA methylation,http://biorxiv.org/content/early/2016/08/26/059477
"Metavisitor, a suite of Galaxy tools for simple and rapid detection and discovery of viruses in deep sequence data",http://biorxiv.org/content/early/2016/08/26/048983
A Multidisciplinary Approach to Explain Biological Aging and Longevity,http://biorxiv.org/content/early/2016/08/26/045633
Using simulation to aid trial design: ring-vaccination trials,http://biorxiv.org/content/early/2016/08/25/071498
Ending AIDS: Progress and prospects for the control of HIV and TB in South Africa,http://biorxiv.org/content/early/2016/08/25/061929
"Computational Pan-Genomics: Status, Promises and Challenges",http://biorxiv.org/content/early/2016/08/25/043430
RNA-DEPENDENT SYNTHESIS OF MAMMALIAN mRNA: IDENTIFICATION OF CHIMERIC INTERMEDIATE AND PUTATIVE END PRODUCT,http://biorxiv.org/content/early/2016/08/25/071266
Empirical assessment of published effect sizes and power in the recent cognitive neuroscience and psychology literature,http://biorxiv.org/content/early/2016/08/25/071530
Bovine Lactoferrin Activity Against Chikungunya and Zika Viruses,http://biorxiv.org/content/early/2016/08/25/071571
Deep learning based root-soil segmentation from X-ray tomography,http://biorxiv.org/content/early/2016/08/25/071662
Root hair-endophyte stacking (RHESt) in an ancient Afro-Indian crop creates an unusual physico-chemical barrier to trap pathogen(s),http://biorxiv.org/content/early/2016/08/25/071548
Robust nonparametric descriptors for clustering quantification in single-molecule localization microscopy,http://biorxiv.org/content/early/2016/08/25/071381
"Interacting networks of resistance, virulence and core machinery genes identified by genome-wide epistasis analysis",http://biorxiv.org/content/early/2016/08/25/071696
CRISPR/Cas9 gene drives in genetically variable and non-randomly mating wild populations,http://biorxiv.org/content/early/2016/08/25/071670
Evaluating Mendelian nephrotic syndrome genes for evidence of risk alleles or oligogenicity that explain heritability,http://biorxiv.org/content/early/2016/08/25/071639
Impact of stroke on diurnal heart rate variability in rats,http://biorxiv.org/content/early/2016/08/25/071555
Molecular basis of outer kinetochore assembly on CENP-T,http://biorxiv.org/content/early/2016/08/25/071613
Dynamics Robustness of Cascading Systems,http://biorxiv.org/content/early/2016/08/25/071589
TAF10 is required for the integrity of TFIID and SAGA complexes but is initially dispensable for somitogenesis in the mouse embryo,http://biorxiv.org/content/early/2016/08/25/071324
Sensory neuron fate is developmentally perturbed by Gars mutations causing human neuropathy,http://biorxiv.org/content/early/2016/08/25/071159
Empowering Multi-Cohort Gene Expression Analysis to Increase Reproducibility,http://biorxiv.org/content/early/2016/08/25/071514
Why are frameshift homologs widespread within and across species?,http://biorxiv.org/content/early/2016/08/25/067736
